Samples.DateAndTime,Samples.Site,Sites.Name,Samples.Location,Locations.Name,Samples.Sample,Samples.TakenBy,Laboratories.Name,Samples.LabRef,SampleDepths.DepthNo,SampleDepths.DepthTime,SampleDepths.Depth,SampleValues.Param,Params.Name,Params.Units,SampleValues.Val,SampleValues.Qualifier,SampleValues.Quality,Samples.Comments,SampleDepths.Comments,SampleValues.Comments,Params.BioKingdom,Params.BioPhylum,Params.BioClass,Params.BioOrder,Params.BioFamily,Params.BioGenus,Params.BioSpecies,Datasets
22/06/2021 12:40,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,81403,KM/JB,Analytical Services,102679,1,22/06/2021 12:40,0.2,621.07,Cyanobacteria (Aphanothece sp. 1),cells/mL,410000,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80945, EnteredBy: macfarlanek 09/07/2021 12:44",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece,Aphanothece sp. 1,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:40,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,81403,KM/JB,Analytical Services,102679,1,22/06/2021 12:40,0.2,621.99,Cyanobacteria (Total Blue Green Algae),cells/mL,420000,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80945, EnteredBy: macfarlanek 09/07/2021 12:44",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Area 51,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:40,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,81403,KM/JB,Analytical Services,102679,1,22/06/2021 12:40,0.2,622.03,Bacillariophyta Unid Diatom-Bacillariale,cells/mL,58,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80945, EnteredBy: macfarlanek 09/07/2021 12:44",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Unid Diatom - Bacillariales,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:40,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,81403,KM/JB,Analytical Services,102679,1,22/06/2021 12:40,0.2,622.11,Bacillariophyta (Urosolenia sp.),cells/mL,1300,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80945, EnteredBy: macfarlanek 09/07/2021 12:44",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Urosolenia,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:40,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,81403,KM/JB,Analytical Services,102679,1,22/06/2021 12:40,0.2,623.21,Chlorophyta (Oocystis sp.),cells/mL,1,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80945, EnteredBy: macfarlanek 09/07/2021 12:44",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Oocystis,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:40,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,81403,KM/JB,Analytical Services,102679,1,22/06/2021 12:40,0.2,651,Unidentified Chrysophyte,cells/mL,290,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80945, EnteredBy: macfarlanek 09/07/2021 12:44",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:40,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,81403,KM/JB,Analytical Services,102679,1,22/06/2021 12:40,0.2,652,Unidentified filamentous cyanobacteria,cells/mL,6500,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80945, EnteredBy: macfarlanek 09/07/2021 12:44",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:40,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,81403,KM/JB,Analytical Services,102679,1,22/06/2021 12:40,0.2,652.3,Chromista (Unidentified dinoflagellate),cells/mL,96,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80945, EnteredBy: macfarlanek 09/07/2021 12:44",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:40,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,81403,KM/JB,Analytical Services,102679,1,22/06/2021 12:40,0.2,660,Unidentified chlorophyte,cells/mL,1500,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80945, EnteredBy: macfarlanek 09/07/2021 12:44",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,171,Suspended Solids - Total (TSS),mg/l,14,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,"Method: Solids, Total Suspended dried at 104 ± 3 °C",,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,260.01,Nitrite as N,mg/l,0.002,<,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Dissolved Nutrients by FIA,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,260.02,Nitrate as N,mg/l,0.002,<,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Dissolved Nutrients by FIA,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,260.03,Oxidised Nitrite + Nitrate - Total as N,mg/L,0.002,<,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Dissolved Nutrients by FIA,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,260.04,Ammonia as N,mg/l,0.005,<,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Dissolved Nutrients by FIA,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,260.08,Kjeldahl Nitrogen (TKN) as N - Total,mg/l,0.31,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Total Nutrients by Kjeldahl Digest and FIA,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,260.15,Nitrogen - Total as N,mg/L,0.31,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Total Nutrients by Kjeldahl Digest and FIA,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,268.14,Phosphorus as P - Total,mg/l,0.01,<,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Total Nutrients by Kjeldahl Digest and FIA,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,268.18,Phosphorous - Reactive - Filtered,mg/l,0.003,<,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Dissolved Nutrients by FIA,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,431,Chlorophyll A (or Chlorophyll),ug/L,2.4,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Chlorophyll a in Water,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,621.03,Cyanobacteria (Anabaena sp.),cells/mL,570,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,621.07,Cyanobacteria (Aphanothece sp. 1),cells/mL,93000,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece,Aphanothece sp. 1,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,621.99,Cyanobacteria (Total Blue Green Algae),cells/mL,100000,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Area 51,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,622.03,Bacillariophyta Unid Diatom-Bacillariale,cells/mL,1,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Unid Diatom - Bacillariales,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,622.11,Bacillariophyta (Urosolenia sp.),cells/mL,2300,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Urosolenia,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,623.03,Chrysophyta (Dinobryon sp.),cells/mL,59,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chrysophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,623.15,Chlorophyta (Dictyosphaerium sp.),cells/mL,310,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,Chlorophyceae,Chlorococcales,Dictyosphaeriaceae,Dictyosphaerium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,625.01,Dinophyta (Gymnodinium sp.),cells/mL,39,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Dinophyta,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,651,Unidentified Chrysophyte,cells/mL,310,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,652,Unidentified filamentous cyanobacteria,cells/mL,8800,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,652.3,Chromista (Unidentified dinoflagellate),cells/mL,98,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,,,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,654,Cyanobacteria (Rhabdogloea sp.),cells/mL,78,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Cyanobacteria,Cyanophyceae,Synechococcales,synechococcaceae,Rhabdogloea,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,656.01,Chrysophyta (Globulifera),cells/mL,1,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chrysophyta,Chrysophyceae,Chrysamoebidales,Chrysamoebidiaceae ,Chrysostephanosphaera,globulifera,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/12/2020 14:15,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80960,KM/AT,Analytical Services,100119,1,22/12/2020 14:15,0.2,660,Unidentified chlorophyte,cells/mL,5900,,4,"'PURPOSE: Water Licence Annual Plan WQ', RelatedTo: 80890, EnteredBy: macfarlanek 24/06/2021 12:09",Surface grab sample,Method: Algal Count in Fresh Water by Optical Microscopy,Protista,Chlorophyta,,,,,,"SOURCE: WQ AST Lab results importer
SOURCE: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:35,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80945,KM/JB,Field measurement,,12,22/06/2021 12:35,4.35,432,PAR omni-directional,µmol photons/m²/sec,5.3,,11,"Chla filtered at AST.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 24/06/2021 11:31",,"Field duplicate, Steady light throughout profile.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:35,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80945,KM/JB,Field measurement,,11,22/06/2021 12:35,4,432,PAR omni-directional,µmol photons/m²/sec,8.9,,11,"Chla filtered at AST.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 24/06/2021 11:31",,"Field duplicate, Steady light throughout profile.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:35,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80945,KM/JB,Field measurement,,10,22/06/2021 12:35,3.5,432,PAR omni-directional,µmol photons/m²/sec,14.1,,11,"Chla filtered at AST.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 24/06/2021 11:31",,"Field duplicate, Steady light throughout profile.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:35,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80945,KM/JB,Field measurement,,9,22/06/2021 12:35,3,432,PAR omni-directional,µmol photons/m²/sec,19,,11,"Chla filtered at AST.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 24/06/2021 11:31",,"Field duplicate, Steady light throughout profile.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
22/06/2021 12:35,418,ARTHURS LAKE,21,MORASS AT LONE TREE - LLL monitoring,80945,KM/JB,Field measurement,,8,22/06/2021 12:35,2.5,432,PAR omni-directional,µmol photons/m²/sec,35,,11,"Chla filtered at AST.,PURPOSE: Water Licence Annual Plan WQ, EnteredBy: macfarlanek 24/06/2021 11:31",,"Field duplicate, Steady light throughout profile.",,,,,,,,"SOURCE: Field Note importer
SOURCE: Field Note
RELATED_TO: PAR
RELATED_TO: Logger
RELATED_TO: LAB
PURPOSE: Water Licence Annual Plan WQ
"
